issn,journal,impact_factor,jcr_quartile,cas_partition
1541-1559,Psychological Services,1.8,Q3,4区
,Psychological Services,1.8,Q3,4区
0033-2968,PSYCHOLOGICAL STUDIES,1.1,Q3,4区
,PSYCHOLOGICAL STUDIES,1.1,Q3,4区
1942-9681,Psychological Trauma-Theory Research Practice and Policy,2.3,Q2,3区
,Psychological Trauma-Theory Research Practice and Policy,2.3,Q2,3区
1420-2530,Psychologie du Travail et des Organisations,0.4,Q4,4区
,Psychologie du Travail et des Organisations,0.4,Q4,4区
0033-2984,Psychologie Francaise,0.5,Q4,4区
,Psychologie Francaise,0.5,Q4,4区
0342-183X,PSYCHOLOGIE IN ERZIEHUNG UND UNTERRICHT,0.3,Q4,4区
,PSYCHOLOGIE IN ERZIEHUNG UND UNTERRICHT,0.3,Q4,4区
0033-3042,PSYCHOLOGISCHE RUNDSCHAU,1.8,Q2,4区
,PSYCHOLOGISCHE RUNDSCHAU,1.8,Q2,4区
0952-8229,PSYCHOLOGIST,,,4区
,PSYCHOLOGIST,,,4区
0887-0446,PSYCHOLOGY & HEALTH,1.9,Q2,3区
,PSYCHOLOGY & HEALTH,1.9,Q2,3区
0742-6046,PSYCHOLOGY & MARKETING,9.1,Q1,2区
,PSYCHOLOGY & MARKETING,9.1,Q1,2区
1941-9899,Psychology & Sexuality,1.9,Q2,3区
,Psychology & Sexuality,1.9,Q2,3区
0882-7974,PSYCHOLOGY AND AGING,3.5,Q1,2区
,PSYCHOLOGY AND AGING,3.5,Q1,2区
0971-3336,Psychology and Developing Societies,,,4区
,Psychology and Developing Societies,,,4区
2222-5196,Psychology and Law,0.4,Q4,4区
,Psychology and Law,0.4,Q4,4区
1476-0835,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,2.7,Q2,2区
,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,2.7,Q2,2区
1068-316X,PSYCHOLOGY CRIME & LAW,1.5,Q1,4区
,PSYCHOLOGY CRIME & LAW,1.5,Q1,4区
1354-8506,Psychology Health & Medicine,1.9,Q3,4区
,Psychology Health & Medicine,1.9,Q3,4区
2074-6857,Psychology in Russia-State of the Art,1.6,Q2,4区
,Psychology in Russia-State of the Art,1.6,Q2,4区
0033-3085,PSYCHOLOGY IN THE SCHOOLS,1.7,Q3,3区
,PSYCHOLOGY IN THE SCHOOLS,1.7,Q3,3区
1475-7257,Psychology Learning and Teaching-PLAT,1.5,Q3,3区
,Psychology Learning and Teaching-PLAT,1.5,Q3,3区
0893-164X,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,2.7,Q1,2区
,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,2.7,Q1,2区
1931-3896,Psychology of Aesthetics Creativity and the Arts,2.7,Q2,2区
,Psychology of Aesthetics Creativity and the Arts,2.7,Q2,2区
2326-5523,Psychology of Consciousness-Theory Research and Practice,1.5,Q3,4区
,Psychology of Consciousness-Theory Research and Practice,1.5,Q3,4区
2769-6863,Psychology of Leaders and Leadership,1.3,Q3,4区
,Psychology of Leaders and Leadership,1.3,Q3,4区
1524-9220,Psychology of Men & Masculinities,2.8,Q2,2区
,Psychology of Men & Masculinities,2.8,Q2,2区
0305-7356,Psychology of Music,1.6,Q3,3区
,Psychology of Music,1.6,Q3,3区
2689-6567,Psychology of Popular Media,1.6,Q2,3区
,Psychology of Popular Media,1.6,Q2,3区
1941-1022,Psychology of Religion and Spirituality,2.2,Q2,2区
,Psychology of Religion and Spirituality,2.2,Q2,2区
2329-0382,Psychology of Sexual Orientation and Gender Diversity,3.9,Q1,2区
,Psychology of Sexual Orientation and Gender Diversity,3.9,Q1,2区
1469-0292,PSYCHOLOGY OF SPORT AND EXERCISE,3.3,Q1,2区
,PSYCHOLOGY OF SPORT AND EXERCISE,3.3,Q1,2区
2152-0828,Psychology of Violence,2.4,Q1,3区
,Psychology of Violence,2.4,Q1,3区
0361-6843,PSYCHOLOGY OF WOMEN QUARTERLY,3,Q1,2区
,PSYCHOLOGY OF WOMEN QUARTERLY,3,Q1,2区
1076-8971,PSYCHOLOGY PUBLIC POLICY AND LAW,2,Q1,2区
,PSYCHOLOGY PUBLIC POLICY AND LAW,2,Q1,2区
1179-1578,Psychology Research and Behavior Management,3.2,Q1,3区
,Psychology Research and Behavior Management,3.2,Q1,3区
2171-2085,Psychology Society & Education,0.9,Q3,4区
,Psychology Society & Education,0.9,Q3,4区
1813-8918,Psychology-Journal of the Higher School of Economics,0.3,Q4,4区
,Psychology-Journal of the Higher School of Economics,0.3,Q4,4区
0033-3123,PSYCHOMETRIKA,3.1,Q1,2区
,PSYCHOMETRIKA,3.1,Q1,2区
0275-3987,Psychomusicology,1.2,Q4,4区
,Psychomusicology,1.2,Q4,4区
0306-4530,PSYCHONEUROENDOCRINOLOGY,3.6,Q1,2区
,PSYCHONEUROENDOCRINOLOGY,3.6,Q1,2区
1069-9384,PSYCHONOMIC BULLETIN & REVIEW,3,Q1,2区
,PSYCHONOMIC BULLETIN & REVIEW,3,Q1,2区
0254-4962,PSYCHOPATHOLOGY,2.2,Q3,4区
,PSYCHOPATHOLOGY,2.2,Q3,4区
0033-3158,PSYCHOPHARMACOLOGY,3.3,Q2,3区
,PSYCHOPHARMACOLOGY,3.3,Q2,3区
0048-5772,PSYCHOPHYSIOLOGY,2.8,Q1,2区
,PSYCHOPHYSIOLOGY,2.8,Q1,2区
2634-4416,Psychoradiology,,,4区
,Psychoradiology,2.9,Q2,4区
1752-2439,Psychosis-Psychological Social and Integrative Approaches,1,Q4,4区
,Psychosis-Psychological Social and Integrative Approaches,1,Q4,4区
1132-0559,Psychosocial Intervention,4.4,Q1,2区
,Psychosocial Intervention,4.4,Q1,2区
0033-3174,PSYCHOSOMATIC MEDICINE,2.4,Q2,3区
,PSYCHOSOMATIC MEDICINE,2.4,Q2,3区
0239-4170,Psychoterapia,<0.1,Q4,4区
,Psychoterapia,<0.1,Q4,4区
0937-2032,PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE,,,4区
,PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE,,,4区
2731-7161,Psychotherapie,,,4区
,Psychotherapie,,,4区
1476-9263,Psychotherapy and Politics International,0.6,Q4,4区
,Psychotherapy and Politics International,0.6,Q4,4区
0033-3190,PSYCHOTHERAPY AND PSYCHOSOMATICS,17.4,Q1,1区
,PSYCHOTHERAPY AND PSYCHOSOMATICS,17.4,Q1,1区
1050-3307,PSYCHOTHERAPY RESEARCH,3,Q1,2区
,PSYCHOTHERAPY RESEARCH,3,Q1,2区
0033-3204,PSYCHOTHERAPY,3.9,Q1,3区
,PSYCHOTHERAPY,3.9,Q1,3区
2171-1976,Psyecology-Bilingual Journal of Environmental Psychology-Revista Bilingue de Psicologia Ambiental,,,4区
,Psyecology-Bilingual Journal of Environmental Psychology-Revista Bilingue de Psicologia Ambiental,,,4区
0933-4807,PTERIDINES,,,4区
,PTERIDINES,,,4区
0271-2075,PUBLIC ADMINISTRATION AND DEVELOPMENT,2.1,Q2,3区
,PUBLIC ADMINISTRATION AND DEVELOPMENT,2.1,Q2,3区
1727-2645,Public Administration and Policy-An Asia-Pacific Journal,,,4区
,Public Administration and Policy-An Asia-Pacific Journal,,,4区
0033-3352,PUBLIC ADMINISTRATION REVIEW,4.9,Q1,1区
,PUBLIC ADMINISTRATION REVIEW,4.9,Q1,1区
0033-3298,PUBLIC ADMINISTRATION,5.1,Q1,2区
,PUBLIC ADMINISTRATION,5.1,Q1,2区
2651-5377,Public and Private International Law Bulletin,0.1,Q4,4区
,Public and Private International Law Bulletin,0.1,Q4,4区
1465-5187,Public Archaeology,0.9,,3区
,Public Archaeology,0.9,,3区
0275-1100,Public Budgeting and Finance,1,Q3,4区
,Public Budgeting and Finance,1,Q3,4区
0048-5829,PUBLIC CHOICE,2.2,Q2,3区
,PUBLIC CHOICE,2.2,Q2,3区
0899-2363,PUBLIC CULTURE,0.9,Q2,3区
,PUBLIC CULTURE,0.9,Q2,3区
0031-496X,Public Finance Quarterly-Hungary,0.5,Q4,4区
,Public Finance Quarterly-Hungary,0.5,Q4,4区
1091-1421,PUBLIC FINANCE REVIEW,1,Q3,4区
,PUBLIC FINANCE REVIEW,1,Q3,4区
2220-8372,Public Health Action,1.6,Q3,4区
,Public Health Action,1.6,Q3,4区
1754-9973,Public Health Ethics,2,Q2,4区
,Public Health Ethics,2,Q2,4区
1662-4246,Public Health Genomics,1.5,Q3,4区
,Public Health Genomics,1.5,Q3,4区
2666-5352,Public Health in Practice,1.9,Q3,4区
,Public Health in Practice,1.9,Q3,4区
0737-1209,PUBLIC HEALTH NURSING,1.3,Q3,4区
,PUBLIC HEALTH NURSING,1.3,Q3,4区
1368-9800,PUBLIC HEALTH NUTRITION,3,Q2,3区
,PUBLIC HEALTH NUTRITION,3,Q2,3区
0033-3549,PUBLIC HEALTH REPORTS,2.5,Q2,3区
,PUBLIC HEALTH REPORTS,2.5,Q2,3区
2204-2091,Public Health Research & Practice,3.4,Q1,4区
,Public Health Research & Practice,3.4,Q1,4区
2107-6952,PUBLIC HEALTH REVIEWS,,,3区
,PUBLIC HEALTH REVIEWS,4.1,Q1,3区
0033-3506,PUBLIC HEALTH,3.2,Q1,3区
,PUBLIC HEALTH,3.2,Q1,3区
0272-3433,PUBLIC HISTORIAN,,,4区
,PUBLIC HISTORIAN,,,4区
1037-9851,Public History Review,,,3区
,Public History Review,,,3区
1099-9922,Public Integrity,1.1,Q3,4区
,Public Integrity,1.1,Q3,4区
1034-3024,Public Law Review,0.4,Q3,4区
,Public Law Review,0.4,Q3,4区
0161-6846,Public Library Quarterly,1.6,Q2,4区
,Public Library Quarterly,1.6,Q2,4区
1471-9037,Public Management Review,4.9,Q1,2区
,Public Management Review,4.9,Q1,2区
0954-0962,PUBLIC MONEY & MANAGEMENT,2.1,Q2,4区
,PUBLIC MONEY & MANAGEMENT,2.1,Q2,4区
0033-362X,PUBLIC OPINION QUARTERLY,2.7,Q1,2区
,PUBLIC OPINION QUARTERLY,2.7,Q1,2区
1566-7170,Public Organization Review,1.7,Q3,4区
,Public Organization Review,1.7,Q3,4区
1530-9576,Public Performance & Management Review,2.8,Q2,4区
,Public Performance & Management Review,2.8,Q2,4区
0091-0260,PUBLIC PERSONNEL MANAGEMENT,2.6,Q2,3区
,PUBLIC PERSONNEL MANAGEMENT,2.6,Q2,3区
0952-0767,Public Policy and Administration,3.2,Q1,3区
,Public Policy and Administration,3.2,Q1,3区
2046-147X,Public Relations Inquiry,1.7,Q2,2区
,Public Relations Inquiry,1.7,Q2,2区
0363-8111,PUBLIC RELATIONS REVIEW,3.4,Q1,3区
,PUBLIC RELATIONS REVIEW,3.4,Q1,3区
1866-749X,Public Transport,2.2,Q3,4区
,Public Transport,2.2,Q3,4区
0963-6625,PUBLIC UNDERSTANDING OF SCIENCE,3.3,Q1,2区
,PUBLIC UNDERSTANDING OF SCIENCE,3.3,Q1,2区
1087-724X,Public Works Management & Policy,1,Q3,4区
,Public Works Management & Policy,1,Q3,4区
0845-4450,Public-Art Culture Ideas,0.2,,4区
,Public-Art Culture Ideas,0.2,,4区
0214-1493,PUBLICACIONS MATEMATIQUES,1,Q2,3区
,PUBLICACIONS MATEMATIQUES,1,Q2,3区
0033-3883,PUBLICATIONES MATHEMATICAE DEBRECEN,0.5,Q3,4区
,PUBLICATIONES MATHEMATICAE DEBRECEN,0.5,Q3,4区
0350-1302,Publications de l Institut Mathematique-Beograd,0.5,Q3,4区
,Publications de l Institut Mathematique-Beograd,0.5,Q3,4区
0073-8301,Publications Mathematiques de l IHES,3.5,Q1,1区
,Publications Mathematiques de l IHES,3.5,Q1,1区
1323-3580,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,4.6,Q1,4区
,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,4.6,Q1,4区
0004-6264,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,2.6,Q2,4区
,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,2.6,Q2,4区
0004-6280,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,7.7,Q1,4区
,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,7.7,Q1,4区
0959-3683,Publications of the English Goethe Society,<0.1,,3区
,Publications of the English Goethe Society,<0.1,,3区
0034-5318,PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,,,2区
,PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,,,2区
2304-6775,Publications,,,4区
,Publications,2.5,Q2,4区
1053-8801,PUBLISHING RESEARCH QUARTERLY,1.7,Q2,4区
,PUBLISHING RESEARCH QUARTERLY,1.7,Q2,4区
0048-5950,PUBLIUS-THE JOURNAL OF FEDERALISM,1.8,Q2,2区
,PUBLIUS-THE JOURNAL OF FEDERALISM,1.8,Q2,2区
0738-0658,Puerto Rico Health Sciences Journal,0.3,Q4,4区
,Puerto Rico Health Sciences Journal,0.3,Q4,4区
2045-8932,Pulmonary Circulation,2.5,Q2,4区
,Pulmonary Circulation,2.5,Q2,4区
2090-1836,Pulmonary Medicine,2.1,Q3,4区
,Pulmonary Medicine,2.1,Q3,4区
1094-5539,PULMONARY PHARMACOLOGY & THERAPEUTICS,2.8,Q2,3区
,PULMONARY PHARMACOLOGY & THERAPEUTICS,2.8,Q2,3区
2364-1754,Pulmonary Therapy,3,Q2,4区
,Pulmonary Therapy,3,Q2,4区
2531-0437,Pulmonology,6.4,Q1,2区
,Pulmonology,6.4,Q1,2区
0316-4004,PULP & PAPER-CANADA,0.4,Q4,4区
,PULP & PAPER-CANADA,0.4,Q4,4区
2235-8676,Pulse,7.3,Q1,4区
,Pulse,7.3,Q1,4区
1462-4745,PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,1.4,Q2,2区
,PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,1.4,Q2,2区
1016-2526,Punjab University Journal of Mathematics,,,4区
,Punjab University Journal of Mathematics,,,4区
0719-0417,Punto Genero,,,4区
,Punto Genero,,,4区
0033-4545,PURE AND APPLIED CHEMISTRY,2,Q3,4区
,PURE AND APPLIED CHEMISTRY,2,Q3,4区
0033-4553,PURE AND APPLIED GEOPHYSICS,1.9,Q2,4区
,PURE AND APPLIED GEOPHYSICS,1.9,Q2,4区
1558-8599,Pure and Applied Mathematics Quarterly,,,4区
,Pure and Applied Mathematics Quarterly,,,4区
1573-9538,Purinergic Signalling,2.4,Q3,4区
,Purinergic Signalling,2.4,Q3,4区
1012-2346,Pythagoras,,,4区
,Pythagoras,,,4区
2327-1574,QED-A Journal in GLBTQ Worldmaking,0.4,Q3,4区
,QED-A Journal in GLBTQ Worldmaking,0.4,Q3,4区
1460-2725,QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,6.4,Q1,3区
,QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,6.4,Q1,3区
1570-7156,QME-Quantitative Marketing and Economics,1.1,Q3,4区
,QME-Quantitative Marketing and Economics,1.1,Q3,4区
0226-8043,QUADERNI D ITALIANISTICA,<0.1,,4区
,QUADERNI D ITALIANISTICA,<0.1,,4区
1590-2595,Quaderni di Geofisica,0.6,Q4,4区
,Quaderni di Geofisica,0.6,Q4,4区
0301-6307,QUADERNI STORICI,0.1,Q3,4区
,QUADERNI STORICI,0.1,Q3,4区
0033-4987,QUADERNI URBINATI DI CULTURA CLASSICA,<0.1,,3区
,QUADERNI URBINATI DI CULTURA CLASSICA,<0.1,,3区
1135-416X,Quaderns de Filologia-Estudis Linguistics,0.4,,4区
,Quaderns de Filologia-Estudis Linguistics,0.4,,4区
1135-4178,Quaderns de Filologia-Estudis Literaris,0.1,,4区
,Quaderns de Filologia-Estudis Literaris,0.1,,4区
0211-3481,Quaderns de Psicologia,0.3,Q4,4区
,Quaderns de Psicologia,0.3,Q4,4区
1138-5790,Quaderns-Revista de Traduccio,0.1,,3区
,Quaderns-Revista de Traduccio,0.1,,3区
0014-9527,Quaerendo-A Journal Devoted to Manuscripts and Printed Books,<0.1,,2区
,Quaerendo-A Journal Devoted to Manuscripts and Printed Books,<0.1,,2区
1807-8389,Quaestio Iuris,0.1,Q4,4区
,Quaestio Iuris,0.1,Q4,4区
2311-911X,Quaestio Rossica,0.3,,4区
,Quaestio Rossica,0.3,,4区
2011-0472,Quaestiones Disputatae,,,4区
,Quaestiones Disputatae,,,4区
0137-477X,Quaestiones Geographicae,,,4区
,Quaestiones Geographicae,,,4区
1607-3606,Quaestiones Mathematicae,,,4区
,Quaestiones Mathematicae,,,4区
2241-1925,Qualitative & Quantitative Methods in Libraries,0.1,Q4,4区
,Qualitative & Quantitative Methods in Libraries,0.1,Q4,4区
1049-7323,QUALITATIVE HEALTH RESEARCH,2.4,Q1,2区
,QUALITATIVE HEALTH RESEARCH,2.4,Q1,2区
1077-8004,QUALITATIVE INQUIRY,1.8,Q2,3区
,QUALITATIVE INQUIRY,1.8,Q2,3区
1352-2752,Qualitative Market Research,2.5,Q3,4区
,Qualitative Market Research,2.5,Q3,4区
2326-3601,Qualitative Psychology,14.3,Q1,1区
,Qualitative Psychology,14.3,Q1,1区
1052-0147,Qualitative Report,1.6,Q2,4区
,Qualitative Report,1.6,Q2,4区
1176-6093,Qualitative Research in Accounting and Management,3.1,Q2,4区
,Qualitative Research in Accounting and Management,3.1,Q2,4区
2014-6418,Qualitative Research in Education,,,4区
,Qualitative Research in Education,,,4区
1755-4179,Qualitative Research in financial Markets,2.5,Q2,4区
,Qualitative Research in financial Markets,2.5,Q2,4区
1746-5648,Qualitative Research in Organizations and Management,1.8,Q3,4区
,Qualitative Research in Organizations and Management,1.8,Q3,4区
1478-0887,Qualitative Research in Psychology,4.4,Q1,2区
,Qualitative Research in Psychology,4.4,Q1,2区
2159-676X,Qualitative Research in Sport Exercise and Health,3.2,Q1,2区
,Qualitative Research in Sport Exercise and Health,3.2,Q1,2区
1443-9883,Qualitative Research Journal,1.4,Q2,4区
,Qualitative Research Journal,1.4,Q2,4区
1468-7941,Qualitative Research,2.9,Q1,1区
,Qualitative Research,2.9,Q1,1区
1473-3250,Qualitative Social Work,1.6,Q2,3区
,Qualitative Social Work,1.6,Q2,3区
0162-0436,Qualitative Sociology,2.1,Q1,2区
,Qualitative Sociology,2.1,Q1,2区
1575-5460,Qualitative Theory of Dynamical Systems,2.1,Q1,2区
,Qualitative Theory of Dynamical Systems,2.1,Q1,2区
0748-8017,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,2.8,Q2,3区
,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,2.8,Q2,3区
1757-8361,Quality Assurance and Safety of Crops & Foods,5.3,Q1,3区
,Quality Assurance and Safety of Crops & Foods,5.3,Q1,3区
0968-4883,QUALITY ASSURANCE IN EDUCATION,1.6,Q2,4区
,QUALITY ASSURANCE IN EDUCATION,1.6,Q2,4区
0898-2112,Quality Engineering,2.2,Q1,3区
,Quality Engineering,2.2,Q1,3区
1471-7794,Quality in Ageing and Older Adults,0.6,Q4,4区
,Quality in Ageing and Older Adults,0.6,Q4,4区
1353-8322,Quality in Higher Education,1.5,Q2,4区
,Quality in Higher Education,1.5,Q2,4区
1335-1745,Quality Innovation Prosperity-Kvalita Inovacia Prosperita,1.2,Q4,4区
,Quality Innovation Prosperity-Kvalita Inovacia Prosperita,1.2,Q4,4区
1063-8628,Quality Management in Health Care,1.2,Q4,4区
,Quality Management in Health Care,1.2,Q4,4区
0962-9343,QUALITY OF LIFE RESEARCH,2.7,Q2,3区
,QUALITY OF LIFE RESEARCH,2.7,Q2,3区
1684-3703,Quality Technology and Quantitative Management,3,Q1,2区
,Quality Technology and Quantitative Management,3,Q1,2区
2095-4689,Quantitative Biology,1.4,Q4,4区
,Quantitative Biology,1.4,Q4,4区
1759-7323,Quantitative Economics,2.2,Q2,2区
,Quantitative Economics,2.2,Q2,2区
2573-0134,Quantitative Finance and Economics,2.5,Q2,2区
,Quantitative Finance and Economics,2.5,Q2,2区
1469-7688,QUANTITATIVE FINANCE,1.4,Q3,4区
,QUANTITATIVE FINANCE,1.4,Q3,4区
2223-4292,Quantitative Imaging in Medicine and Surgery,2.3,Q2,3区
,Quantitative Imaging in Medicine and Surgery,2.3,Q2,3区
1768-6733,Quantitative InfraRed Thermography Journal,4.9,Q1,2区
,Quantitative InfraRed Thermography Journal,4.9,Q1,2区
1913-4126,Quantitative Methods for Psychology,1.3,Q2,4区
,Quantitative Methods for Psychology,1.3,Q2,4区
2641-3337,Quantitative Science Studies,,,3区
,Quantitative Science Studies,3.5,Q1,3区
2412-382X,Quantum Beam Science,,,4区
,Quantum Beam Science,1.7,Q3,4区
1533-7146,QUANTUM INFORMATION & COMPUTATION,,,4区
,QUANTUM INFORMATION & COMPUTATION,,,4区
1570-0755,Quantum Information Processing,2.2,Q1,3区
,Quantum Information Processing,2.2,Q1,3区
2524-4906,Quantum Machine Intelligence,4.4,Q2,3区
,Quantum Machine Intelligence,4.4,Q2,3区
2058-9565,Quantum Science and Technology,5,Q1,2区
,Quantum Science and Technology,5,Q1,2区
2196-5609,Quantum Studies-Mathematics and Foundations,1,Q3,4区
,Quantum Studies-Mathematics and Foundations,1,Q3,4区
1663-487X,Quantum Topology,,,3区
,Quantum Topology,,,3区
2521-327X,Quantum,5.4,Q1,3区
,Quantum,5.4,Q1,3区
0033-5533,QUARTERLY JOURNAL OF ECONOMICS,12.7,Q1,1区
,QUARTERLY JOURNAL OF ECONOMICS,12.7,Q1,1区
1470-9236,Quarterly Journal of Engineering Geology and Hydrogeology,1.3,Q3,4区
,Quarterly Journal of Engineering Geology and Hydrogeology,1.3,Q3,4区
1747-0218,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1.4,Q3,4区
,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1.4,Q3,4区
2010-1392,Quarterly Journal of Finance,0.4,Q4,4区
,Quarterly Journal of Finance,0.4,Q4,4区
0033-5606,QUARTERLY JOURNAL OF MATHEMATICS,0.5,Q3,4区
,QUARTERLY JOURNAL OF MATHEMATICS,0.5,Q3,4区
0033-5614,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,,,4区
,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,,,4区
1824-4785,QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,1.4,Q3,4区
,QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,1.4,Q3,4区
1554-0626,Quarterly Journal of Political Science,1.8,Q2,3区
,Quarterly Journal of Political Science,1.8,Q2,3区
0033-5630,QUARTERLY JOURNAL OF SPEECH,1.5,Q2,1区
,QUARTERLY JOURNAL OF SPEECH,1.5,Q2,1区
0035-9009,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,2.9,Q2,3区
,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,2.9,Q2,3区
0033-569X,QUARTERLY OF APPLIED MATHEMATICS,0.9,Q3,4区
,QUARTERLY OF APPLIED MATHEMATICS,0.9,Q3,4区
0033-5770,QUARTERLY REVIEW OF BIOLOGY,3.2,Q1,2区
,QUARTERLY REVIEW OF BIOLOGY,3.2,Q1,2区
1062-9769,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,3.1,Q1,3区
,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,3.1,Q1,3区
0033-5835,QUARTERLY REVIEWS OF BIOPHYSICS,5.3,Q1,2区
,QUARTERLY REVIEWS OF BIOPHYSICS,5.3,Q1,2区
1142-2904,QUATERNAIRE,,,4区
,QUATERNAIRE,,,4区
1871-1014,Quaternary Geochronology,2.5,Q2,3区
,Quaternary Geochronology,2.5,Q2,3区
1040-6182,QUATERNARY INTERNATIONAL,1.8,Q3,3区
,QUATERNARY INTERNATIONAL,1.8,Q3,3区
0033-5894,QUATERNARY RESEARCH,1.8,Q3,3区
,QUATERNARY RESEARCH,1.8,Q3,3区
2666-0334,Quaternary Science Advances,2.2,Q2,3区
,Quaternary Science Advances,2.2,Q2,3区
0277-3791,Quaternary Science Reviews,3.3,Q2,2区
,Quaternary Science Reviews,3.3,Q2,2区
2571-550X,Quaternary,2.1,Q3,3区
,Quaternary,2.1,Q3,3区
2045-9807,Queen Mary Journal of Intellectual Property,0.4,Q3,4区
,Queen Mary Journal of Intellectual Property,0.4,Q3,4区
0316-778X,QUEENS LAW JOURNAL,0.1,Q4,4区
,QUEENS LAW JOURNAL,0.1,Q4,4区
0033-6041,QUEENS QUARTERLY,<0.1,,4区
,QUEENS QUARTERLY,<0.1,,4区
1321-8166,Queensland Review,,,4区
,Queensland Review,,,4区
2037-741X,Quest-Issues in Contemporary Jewish History,0.1,Q3,4区
,Quest-Issues in Contemporary Jewish History,0.1,Q3,4区
0033-6297,QUEST,1.7,Q2,4区
,QUEST,1.7,Q2,4区
1669-6581,Question,0.1,Q4,4区
,Question,0.1,Q4,4区
2084-8099,Quetes Litteraires,<0.1,,4区
,Quetes Litteraires,<0.1,,4区
0257-0130,QUEUEING SYSTEMS,,,3区
,QUEUEING SYSTEMS,,,3区
0100-4042,QUIMICA NOVA,,,4区
,QUIMICA NOVA,,,4区
1579-7414,Quintana-Revista do Departamento de Historia da Arte,0.1,,4区
,Quintana-Revista do Departamento de Historia da Arte,0.1,,4区
0033-6572,QUINTESSENCE INTERNATIONAL,1.5,Q3,4区
,QUINTESSENCE INTERNATIONAL,1.5,Q3,4区
2254-7037,Quiroga-Revista de Patrimonio Iberoamericano,0.1,,4区
,Quiroga-Revista de Patrimonio Iberoamericano,0.1,,4区
1828-7344,Qwerty,1,Q4,4区
,Qwerty,1,Q4,4区
0033-6807,R & D MANAGEMENT,5.7,Q1,2区
,R & D MANAGEMENT,5.7,Q1,2区
2073-4859,R Journal,1.1,Q3,4区
,R Journal,1.1,Q3,4区
1138-5596,Ra-Revista de Arquitectura,0.4,,4区
,Ra-Revista de Arquitectura,0.4,,4区
0033-7250,Rabels Zeitschrift fur Auslandisches und Internationales Privatrecht,0.6,Q2,4区
,Rabels Zeitschrift fur Auslandisches und Internationales Privatrecht,0.6,Q2,4区
0315-9906,RACAR-REVUE D ART CANADIENNE-CANADIAN ART REVIEW,0.2,,3区
,RACAR-REVUE D ART CANADIENNE-CANADIAN ART REVIEW,0.2,,3区
0306-3968,RACE & CLASS,2.8,Q1,3区
,RACE & CLASS,2.8,Q1,3区
2153-3687,Race and Justice,2.3,Q1,2区
,Race and Justice,2.3,Q1,2区
1867-1748,Race and Social Problems,1.4,Q2,2区
,Race and Social Problems,1.4,Q2,2区
1361-3324,Race Ethnicity and Education,2,Q1,3区
,Race Ethnicity and Education,2,Q1,3区
1849-2215,Rad Hrvatske Akademije Znanosti i Umjetnosti-Matematicke Znanosti,0.3,Q4,4区
,Rad Hrvatske Akademije Znanosti i Umjetnosti-Matematicke Znanosti,0.3,Q4,4区
0301-634X,RADIATION AND ENVIRONMENTAL BIOPHYSICS,2.3,Q2,4区
,RADIATION AND ENVIRONMENTAL BIOPHYSICS,2.3,Q2,4区
2509-9930,Radiation Detection Technology and Methods,2,Q2,3区
,Radiation Detection Technology and Methods,2,Q2,3区
1042-0150,Radiation Effects and Defects in Solids,1.3,Q3,4区
,Radiation Effects and Defects in Solids,1.3,Q3,4区
1350-4487,RADIATION MEASUREMENTS,2.2,Q1,3区
,RADIATION MEASUREMENTS,2.2,Q1,3区
